%slip deficit rates and upper and lower 95 confidence bounds (mm/yr) for subsections in model: NZSHM22_RuptureSet-UnVwdHVyZUdlbmVyYXRpb25UYXNrOjc5OTBvWWZMVw
%json files for subsection definitions were obtained form this link, provided by Chris Chamberlain in am email to Kaj Johnson on Feb 4, 2022: http://simple-toshi-ui.s3-website-ap-southeast-2.amazonaws.com/FileDetail/RmlsZToyMjE4My4wUGVpWGE=
%columns indicate:  FaultId, ParentId, slip deficit rate (most probable rate), lower 95 confidence level, upper 95 confidence level 
745,190,0.75,0.30695,3.28
746,190,0.55,0.20677,3.2818
747,191,0.315,0.11391,1.1163
748,191,0.63333,0.22912,1.2652
749,192,0.54,0.19144,1.261
750,192,0.4675,0.1772,1.1459
751,192,0.47,0.18766,1.0998
752,192,0.675,0.23151,1.3878
753,193,3.85,2.8071,6.8771
754,193,4.1,3.0986,6.7619
755,193,4.7625,3.715,6.6062
756,193,5.0625,3.8694,6.7767
757,193,4.2,2.9945,6.6837
758,194,0.255,0.090808,1.3102
759,194,0.255,0.090808,1.3102
760,194,0.675,0.31159,1.3533
761,194,0.675,0.31159,1.3533
762,195,0.66,0.23055,1.4723
763,195,0.555,0.17446,1.3999
764,195,0.51,0.18149,1.4359
765,195,0.525,0.21438,1.4868
766,195,0.765,0.29058,1.5911
767,196,7.1,5.4503,17.257
768,196,7.65,6.8694,17.508
769,196,8.85,7.8708,17.767
770,197,3,1,4
771,197,3,1,4
772,197,3,1,4
773,197,3,1,4
774,197,3,1,4
775,197,3,1,4
776,197,2.45,0.13269,3.4078
777,197,3,1,4
778,197,3,1,4
779,197,3,1,4
780,197,3,1,4
781,197,3,1,4
782,198,5.3,4.8544,10.293
783,198,6.825,6.1359,10.571
784,198,9.75,8.0663,11.423
785,198,11.8,9.5676,12.707
786,198,12.45,10.42,13.415
787,198,11.75,10.673,14.799
788,198,11.55,10.464,13.937
789,199,0.49,0.19415,1.107
790,199,0.465,0.1668,1.2328
791,199,0.465,0.1668,1.2328
792,199,0.47,0.21637,0.98738
793,200,0.525,0.1976,1.1841
794,200,0.525,0.1976,1.1841
795,201,0.31,0.10416,0.86804
796,201,0.49,0.16638,0.98817
797,202,0.855,0.28242,1.4775
798,202,0.855,0.28242,1.4775
799,203,0.585,0.24206,1.2146
800,203,0.645,0.29454,1.3426
801,203,0.705,0.34702,1.4707
802,204,0.585,0.18518,1.1711
803,204,0.555,0.22023,1.3738
804,204,0.39,0.13619,1.0547
805,204,0.525,0.15273,1.1417
806,205,0.465,0.13675,1.0988
807,205,0.555,0.15568,1.3342
808,206,0.425,0.15504,1.9228
809,206,0.375,0.13658,1.8873
810,206,0.375,0.13658,1.8873
811,206,0.375,0.14397,1.8909
812,206,0.475,0.16499,1.9255
813,206,0.575,0.186,1.9601
814,207,0.585,0.21865,1.4579
815,207,0.585,0.21865,1.4579
816,208,0.57,0.21658,1.409
817,208,0.63,0.22915,1.3222
818,208,0.675,0.23271,1.2866
819,208,0.595,0.21325,1.1835
820,209,0.17,0.072714,0.90335
821,209,0.21,0.072915,0.883
822,209,0.29,0.073317,0.84229
823,210,0.255,0.068898,1.1512
824,210,0.405,0.224,1.2966
825,211,0.945,0.32789,1.5765
826,211,0.849,0.29246,1.4776
827,211,0.77357,0.28813,1.4309
828,211,0.675,0.28925,1.3908
829,212,0.585,0.25358,1.3035
830,212,0.6075,0.20454,1.2843
831,213,0.63,0.24801,1.5005
832,213,0.615,0.25947,1.4067
833,213,0.645,0.25476,1.3715
834,213,0.621,0.22627,1.286
835,213,0.555,0.22214,1.3702
836,213,0.615,0.23497,1.4045
837,213,0.665,0.23495,1.4105
838,213,0.6225,0.236,1.2932
839,213,0.675,0.265,1.3777
840,213,0.645,0.29193,1.3328
841,213,0.525,0.17172,1.1816
842,214,1.035,0.37654,1.7518
843,214,0.915,0.34319,1.51
844,214,0.75,0.30684,1.4283
845,214,0.675,0.27539,1.3166
846,214,0.6,0.20583,1.2193
847,215,0.65,0.26197,1.1582
848,215,0.675,0.26336,1.2816
849,215,0.65833,0.25425,1.2184
850,215,0.6475,0.27052,1.2318
851,215,0.645,0.29135,1.2768
852,216,0.1425,0.053471,0.24693
853,216,0.1425,0.055175,0.24903
854,217,0.35,0.12352,3.051
855,217,0.825,0.37133,2.9143
856,217,0.25,0.12061,3.0113
857,217,0.31667,0.13352,3.0114
858,217,0.35,0.13997,3.0114
859,218,0.55,0.21696,4.5723
860,218,0.81667,0.34054,4.6333
861,218,0.55,0.21069,4.6315
862,218,0.25,0.13465,4.5855
863,218,0.275,0.12699,4.6172
864,218,0.3,0.11933,4.6488
865,218,0.25,0.093213,4.5401
866,218,0.3,0.11047,4.5722
867,218,0.35,0.12772,4.6044
868,219,0.525,0.19177,2.0587
869,219,0.575,0.28333,2.0405
870,219,0.625,0.37488,2.0222
871,219,1.225,0.44697,2.0856
872,220,0.35,0.12437,0.70653
873,220,0.39,0.1278,0.7153
874,221,0.345,0.10247,1.0647
875,221,0.345,0.10247,1.0647
876,222,0.555,0.18062,1.2413
877,222,0.555,0.18062,1.2413
878,223,0.495,0.19445,1.251
879,223,0.495,0.19445,1.251
880,224,0.22,0.086139,0.96726
881,224,0.21667,0.077114,0.92521
882,224,0.23,0.078393,0.96389
883,225,1.2688,0.4406,2.4022
884,225,1.8083,0.4851,3.2905
885,225,0.745,0.29397,1.7587
886,225,0.495,0.14694,1.2969
887,226,0.29,0.097889,1.0281
888,226,0.29,0.095094,1.008
889,226,0.36,0.12407,1.0261
890,226,0.41167,0.13771,1.0681
891,226,0.375,0.10426,1.0958
892,227,0.705,0.26454,1.6023
893,227,1.065,0.49301,1.8262
894,227,1.245,0.60725,1.9382
895,228,0.18,0.063449,0.89144
896,228,0.17,0.063656,0.87741
897,229,0.33,0.1144,0.68976
898,229,0.38333,0.14178,0.75552
899,229,0.43,0.18402,0.78131
900,230,0.37,0.1141,0.73271
901,230,0.33667,0.097569,0.69972
902,230,0.38,0.11852,0.7357
903,231,0.414,0.12978,0.73095
904,231,0.4,0.13264,0.72417
905,231,0.43667,0.14663,0.7471
906,232,0.495,0.10625,1.2284
907,232,0.525,0.18174,1.3588
908,232,0.745,0.22594,1.4631
909,232,0.9,0.3021,1.7158
910,232,0.975,0.38164,1.7795
911,233,0.35,0.10785,0.68425
912,233,0.37,0.11014,0.69093
913,233,0.37,0.10588,0.6792
914,234,1.075,0.2948,2.0259
915,234,1.675,0.28845,2.2956
916,234,1.675,0.28845,2.2956
917,234,1.725,0.29403,2.2319
918,235,0.47,0.1331,1.0427
919,235,0.45,0.14761,1.0457
920,236,0.915,0.3227,1.6329
921,236,0.645,0.2385,1.234
922,236,0.5825,0.20595,1.1529
923,236,0.5675,0.20082,1.1721
924,237,0.755,0.3122,1.4581
925,237,0.771,0.33879,1.4074
926,237,0.675,0.27236,1.3209
927,237,0.555,0.21734,1.2407
928,238,0.685,0.24515,1.3293
929,238,0.615,0.2442,1.3145
930,238,0.735,0.27628,1.407
931,238,0.895,0.31789,1.5743
932,238,1.053,0.38183,1.7708
933,238,0.885,0.34231,1.6591
934,239,0.75,0.5,1.15
935,239,0.75,0.5,1.15
936,239,0.75,0.5,1.15
937,239,0.75,0.5,1.15
938,240,2.5,1.5,3.5
939,240,2.5,1.5,3.5
940,240,2.5,1.5,3.5
941,240,2.5,1.5,3.5
942,240,2.5,1.5,3.5
943,240,2.5,1.5,3.5
944,240,2.5,1.5,3.5
945,240,2.5,1.5,3.5
946,240,2.5,1.5,3.5
947,241,0.345,0.085092,1.1387
948,241,0.375,0.095704,1.104
949,241,0.405,0.10632,1.0694
950,242,0.475,0.14733,1.9052
951,242,0.375,0.11769,1.9985
952,243,0.495,0.13239,1.187
953,243,0.326,0.10184,1.0159
954,243,0.25,0.079011,0.87334
955,243,0.18,0.059353,0.88697
956,243,0.15,0.053287,0.97805
957,244,0.765,0.26973,1.4893
958,244,0.657,0.24277,1.5217
959,244,0.585,0.2248,1.5433
960,245,0.19,0.073455,0.99493
961,245,0.229,0.074863,1.0312
962,245,0.255,0.075803,1.0553
963,246,2.325,1.2555,4.0082
964,246,2.425,1.1487,3.9122
965,246,2.175,1.4835,3.7793
966,247,2.175,1.1746,3.5756
967,247,2.175,1.1746,3.5756
968,247,3.075,1.7853,3.7976
969,247,3.075,1.7853,3.7976
970,248,0.1725,0.061128,0.31069
971,248,0.1725,0.061128,0.31069
972,249,0.39,0.11897,0.82431
973,249,0.39,0.11897,0.82431
974,250,0.59,0.20167,1.1063
975,250,0.43,0.14784,0.9226
976,251,0.3,0.1,0.5
977,251,0.3,0.1,0.5
978,252,1,0.5,1.5
979,252,1,0.5,1.5
980,252,1,0.5,1.5
981,253,0.3,0.1,0.5
982,253,0.3,0.1,0.5
983,253,0.3,0.1,0.5
984,254,0.5,0.1,0.8
985,254,0.5,0.1,0.8
986,254,0.5,0.1,0.8
987,255,0.28,0.05,0.5
988,255,0.28,0.05,0.5
989,256,0.45,0.14714,0.93282
990,256,0.41,0.10764,0.81106
991,256,0.41,0.091005,0.78141
992,257,0.85,0.33036,1.9118
993,257,0.775,0.27172,1.7955
994,257,0.70833,0.26368,1.7902
995,257,0.6,0.22061,1.8113
996,258,0.8925,0.45211,1.8085
997,258,0.555,0.31804,1.5662
998,258,0.375,0.22402,1.5205
999,259,0.15,0.047866,3.7314
1000,259,0.15,0.047866,3.7314
1001,259,0.15,0.048012,3.7765
1002,259,0.15,0.062068,3.9455
1003,259,0.15,0.058661,3.8655
1004,259,0.15,0.055254,3.7855
1005,259,0.15,0.063537,3.9542
1006,259,0.15,0.07182,4.1229
1007,260,0.285,0.083019,1.0209
1008,260,0.19,0.063978,0.9249
1009,260,0.19,0.063978,0.9249
1010,261,2.425,1.2776,3.1168
1011,261,2.375,1.3624,3.2364
1012,261,2.825,1.3529,3.9056
1013,262,0.418,0.13387,1.0455
1014,262,0.21,0.062504,0.90305
1015,262,0.79,0.28107,1.2218
1016,263,0.4,0.11398,0.78099
1017,263,0.33,0.091131,0.73004
1018,263,0.27,0.085452,0.71659
1019,263,0.35,0.11725,0.7765
1020,264,0.37,0.11332,0.69876
1021,264,0.365,0.11424,0.68326
1022,264,0.35,0.11798,0.69559
1023,265,0.59667,0.20132,0.87221
1024,265,0.62,0.20724,0.86924
1025,265,0.57667,0.20957,0.8625
1026,266,0.445,0.15269,0.77436
1027,266,0.47667,0.17445,0.79489
1028,266,0.5,0.18289,0.81667
1029,267,0.57,0.2138,0.86271
1030,267,0.57,0.20116,0.85539
1031,267,0.43,0.16185,0.77833
1032,267,0.49,0.18518,0.82202
1033,268,0.4,0.2,0.6
1034,268,0.4,0.2,0.6
1035,268,0.4,0.2,0.6
1036,268,0.4,0.2,0.6
1037,269,2.4,1.5161,3.1668
1038,269,2.375,1.5205,3.0468
1039,269,2.425,1.5591,3.1267
1040,269,2.775,1.5822,3.395
1041,269,2.475,1.5346,3.2017
1042,269,2.25,1.4472,3.0785
1043,270,4.025,3.1769,5.6307
1044,270,4.125,3.3171,5.6413
1045,270,4.2083,3.3072,5.5913
1046,270,4.6583,3.3213,5.6581
1047,270,4.975,3.3142,5.8601
1048,270,4.95,3.347,5.9803
1049,270,4.9917,3.316,6.238
1050,270,4.9167,3.2361,6.3693
1051,270,5.15,3.273,6.4377
1052,271,1.125,0.36713,1.9366
1053,271,1.125,0.36713,1.9366
1054,271,1.175,0.31538,1.8067
1055,271,1.175,0.31538,1.8067
1056,272,1.065,0.305,1.6665
1057,272,1.065,0.305,1.6665
1058,272,0.47,0.16678,1.0583
1059,272,0.47,0.16678,1.0583
1060,273,1.575,0.79456,2.5646
1061,273,1.475,0.78992,2.3448
1062,273,1.5583,0.7917,2.2833
1063,274,0.465,0.17445,0.6474
1064,274,0.565,0.17852,0.65915
1065,274,0.425,0.15368,0.62184
1066,274,0.43,0.15185,0.61551
1067,274,0.435,0.15003,0.60918
1068,274,0.405,0.14099,0.60917
1069,274,0.35,0.13007,0.58343
1070,274,0.245,0.086525,0.51608
1071,274,0.25,0.086179,0.51678
1072,274,0.255,0.085832,0.51748
1073,275,0.425,0.13116,0.60988
1074,275,0.37,0.13084,0.59628
1075,275,0.39833,0.14637,0.59491
1076,275,0.4,0.14805,0.60098
1077,275,0.37,0.13242,0.58037
1078,276,0.525,0.20723,1.2518
1079,276,0.54,0.18755,1.1991
1080,276,0.69,0.24338,1.242
1081,276,0.735,0.27202,1.2626
1082,277,0.765,0.30477,1.3669
1083,277,0.665,0.27847,1.3378
1084,278,0.615,0.23582,1.2879
1085,278,0.615,0.23046,1.2707
1086,278,0.555,0.24162,1.2551
1087,279,0.855,0.36724,1.5651
1088,279,0.825,0.32331,1.4022
1089,280,0.1975,0.068338,0.33193
1090,280,0.2425,0.080626,0.34584
1091,281,2,1,3
1092,281,2,1,3
1093,281,2,1,3
1094,281,2,1,3
1095,281,2,1,3
1096,281,2,1,3
1097,281,2,1,3
1098,281,2,1,3
1099,281,2,1,3
1100,282,1.5,1,2
1101,282,1.5,1,2
1102,282,1.5,1,2
1103,282,1.5,1,2
1104,282,1.5,1,2
1105,283,0.53,0.17639,1.0693
1106,283,0.43,0.14558,1.0228
1107,283,0.33,0.11478,0.9763
1108,283,0.495,0.15455,1.1137
1109,284,1,0.5,1.5
1110,284,1,0.5,1.5
1111,284,1,0.5,1.5
1112,284,1,0.5,1.5
1113,285,0.41,0.14067,1.002
1114,285,0.39,0.10859,0.88735
1115,285,0.49,0.17831,1.0478
1116,286,0.495,0.14604,1.1049
1117,286,0.495,0.16562,1.1686
1118,287,1.225,0.46099,2.28
1119,287,2.2563,0.56731,2.8841
1120,288,0.705,0.3108,1.3865
1121,288,0.705,0.3108,1.3865
1122,289,0.35,0.11594,1.0044
1123,289,0.2675,0.082801,0.99864
1124,290,0.36,0.11648,0.7008
1125,290,0.3325,0.10726,0.68102
1126,290,0.39,0.13005,0.71421
1127,291,0.4,0.12537,0.71834
1128,291,0.4,0.13087,0.72599
1129,291,0.38,0.12227,0.70611
1130,292,0.645,0.2409,1.2949
1131,292,0.615,0.24382,1.2623
1132,292,0.53,0.231,1.1441
1133,293,0.435,0.14948,1.1244
1134,293,0.55,0.20833,1.1187
1135,293,0.525,0.18987,1.2429
1136,294,3.75,2.0425,13.665
1137,294,4.35,2.8881,13.663
1138,294,4.95,3.8578,13.403
1139,294,4.95,3.9819,13.145
1140,294,4.65,3.7768,13.722
1141,295,0.825,0.26884,1.4232
1142,295,0.45,0.12724,0.99163
1143,296,0.675,0.25398,1.3166
1144,296,0.565,0.20596,1.2131
1145,296,0.6,0.21379,1.2729
1146,297,2.25,1.7,2.8
1147,297,2.25,1.7,2.8
1148,298,1.95,1.45,2.45
1149,298,1.95,1.45,2.45
1150,298,1.95,1.45,2.45
1151,299,0.37,0.12759,0.72427
1152,299,0.35,0.10855,0.68491
1153,300,0.525,0.20765,1.1839
1154,300,0.525,0.20765,1.1839
1155,301,0.43,0.14121,0.96778
1156,301,0.4775,0.1844,1.1775
1157,301,0.395,0.14371,1.084
1158,302,0.435,0.13233,1.1281
1159,302,0.435,0.13233,1.1281
1160,303,0.35,0.10133,0.93195
1161,303,0.34,0.094187,0.90947
1162,303,0.33,0.08704,0.887
1163,304,0.43,0.15335,0.97556
1164,304,0.41667,0.14309,0.95179
1165,304,0.41,0.13796,0.9399
1166,305,0.26,0.02,0.5
1167,305,0.26,0.02,0.5
1168,305,0.26,0.02,0.5
1169,305,0.26,0.02,0.5
1170,305,0.26,0.02,0.5
1171,305,0.26,0.02,0.5
1172,306,0.215,0.08,0.35
1173,306,0.215,0.08,0.35
1174,306,0.215,0.08,0.35
1175,306,0.215,0.08,0.35
1176,306,0.215,0.08,0.35
1177,307,0.215,0.08,0.35
1178,307,0.215,0.08,0.35
1179,307,0.215,0.08,0.35
1180,307,0.215,0.08,0.35
1181,307,0.215,0.08,0.35
1182,307,0.215,0.08,0.35
1183,307,0.215,0.08,0.35
1184,308,0.875,0.36221,2.1893
1185,308,2.4875,0.97273,3.751
1186,308,2.45,0.96184,3.2289
1187,308,2.575,1.001,3.3143
1188,308,2.1583,0.97509,3.028
1189,309,0.32333,0.1025,0.78731
1190,309,0.35,0.10034,0.75019
1191,309,0.38333,0.12169,0.80096
1192,309,0.29,0.090272,0.76433
1193,310,0.495,0.16051,1.123
1194,310,0.51,0.16453,1.106
1195,311,0.46,0.16922,0.76428
1196,311,0.43,0.15537,0.75224
1197,312,0.43,0.15127,0.74913
1198,312,0.41,0.12643,0.71107
1199,313,0.295,0.09719,0.60074
1200,313,0.295,0.09719,0.60074
1201,314,2.085,1.1244,2.7001
1202,314,1.92,1.0898,2.5717
1203,314,1.775,1.1055,2.4732
1204,314,1.4925,0.91357,2.2493
1205,314,1.725,1.0567,2.2701
1206,314,1.245,0.80012,2.0412
1207,314,1.445,0.90296,2.1512
1208,315,1.775,0.93363,2.4554
1209,315,1.775,0.93363,2.4554
1210,316,2.325,1.0105,3.0609
1211,316,2.325,1.0105,3.0609
1212,317,2.7,2.05,3.4
1213,317,2.7,2.05,3.4
1214,317,2.7,2.05,3.4
1215,317,2.7,2.05,3.4
1216,318,2.1,1.55,2.6
1217,318,2.1,1.55,2.6
1218,318,2.1,1.55,2.6
1219,319,2,1.55,2.55
1220,319,2,1.55,2.55
1221,319,2,1.55,2.55
1222,320,1.925,0.9977,2.7713
1223,320,1.925,0.9977,2.7713
1224,321,0.305,0.10246,0.54392
1225,321,0.305,0.10246,0.54392
1226,322,0.215,0.077809,0.39542
1227,322,0.235,0.080676,0.39732
1228,323,0.225,0.071181,1.3092
1229,323,0.195,0.063552,1.2466
1230,323,0.195,0.063552,1.2466
1231,323,0.735,0.15432,1.4798
1232,323,1.185,0.53569,1.9138
1233,324,0.1575,0.053046,0.24371
1234,324,0.1425,0.05225,0.24454
1235,324,0.1525,0.053786,0.24753
1236,324,0.15583,0.055685,0.24855
1237,325,0.615,0.23711,1.1951
1238,325,0.6,0.23211,1.1948
1239,325,0.625,0.23935,1.2335
1240,325,0.55875,0.19936,1.1386
1241,326,0.585,0.13763,1.384
1242,326,0.605,0.17793,1.3953
1243,326,0.615,0.19809,1.401
1244,326,0.695,0.18797,1.3797
1245,326,0.735,0.18291,1.3691
1246,327,0.5,0.18016,1.1069
1247,327,0.3225,0.11061,1.0324
1248,327,0.21,0.071866,0.99889
1249,327,0.37,0.11758,0.99385
1250,327,0.21,0.063667,0.97202
1251,328,0.36167,0.10974,0.98492
1252,328,0.31,0.099395,0.93173
1253,329,0.31,0.075674,0.90553
1254,329,0.31,0.11139,0.89391
1255,330,0.465,0.14018,1.1259
1256,330,0.465,0.14018,1.1259
1257,331,0.72,0.30085,1.6359
1258,331,0.74,0.3187,1.8065
1259,331,0.885,0.33106,1.4723
1260,331,0.765,0.27773,1.3615
1261,332,1.5,0.5,2.5
1262,332,1.5,0.5,2.5
1263,332,1.5,0.5,2.5
1264,332,1.5,0.5,2.5
1265,332,1.5,0.5,2.5
1266,332,0.125,0.043312,1.8539
1267,332,1.5,0.5,2.5
1268,332,1.5,0.5,2.5
1269,332,1.5,0.5,2.5
1270,332,1.5,0.5,2.5
1271,332,1.5,0.5,2.5
1272,332,1.5,0.5,2.5
1273,332,1.5,0.5,2.5
1274,332,1.5,0.5,2.5
1275,332,1.5,0.5,2.5
1276,332,1.5,0.5,2.5
1277,333,1.545,0.96054,2.1239
1278,333,1.545,0.96054,2.1239
1279,333,1.515,0.83845,2.2529
1280,334,0.925,0.36723,2.4482
1281,334,0.975,0.52149,2.4111
1282,334,1,0.55952,2.4377
1283,334,1.025,0.59755,2.4642
1284,334,1.075,0.4036,2.2606
1285,335,1.875,1.3099,2.8337
1286,335,2.115,1.3632,2.8017
1287,335,2.045,1.2295,2.756
1288,336,1.375,0.81793,2.7163
1289,336,1.7083,1.0963,2.7521
1290,336,1.925,1.2991,2.9744
1291,337,0.81,0.36343,1.5311
1292,337,0.805,0.34796,1.504
1293,337,0.735,0.2965,1.4566
1294,337,0.525,0.18457,1.4442
1295,338,0.225,0.083864,1.2179
1296,338,0.235,0.092071,1.1433
1297,338,0.395,0.1393,1.1519
1298,338,0.465,0.1682,1.2348
1299,339,1.425,0.61178,2.0775
1300,339,1.675,0.53502,2.2886
1301,340,2.075,0.54136,2.6079
1302,340,2.075,0.55219,2.6903
1303,340,2.075,0.56302,2.7728
1304,341,1.325,0.37992,2.5388
1305,341,0.85833,0.30409,2.4226
1306,341,0.625,0.26617,2.3644
1307,342,0.41,0.12655,1.0157
1308,342,0.41,0.12655,1.0157
1309,343,3.7,2.8,4.65
1310,343,3.7,2.8,4.65
1311,344,3,2.25,3.75
1312,344,3,2.25,3.75
1313,345,2,1.5,2.5
1314,345,2,1.5,2.5
1315,346,2.25,1.7,2.8
1316,346,2.25,1.7,2.8
1317,347,2,1.5,2.5
1318,347,2,1.5,2.5
1319,348,0.525,0.16116,1.25
1320,348,0.555,0.16683,1.2578
1321,348,0.69,0.18931,1.36
1322,348,0.825,0.2118,1.4622
1323,349,1.245,0.62137,1.998
1324,349,1.195,0.5901,1.9961
1325,349,1.095,0.52756,1.9923
1326,350,0.49,0.16384,0.7915
1327,350,0.47,0.17181,0.81323
1328,351,1.175,0.82118,2.409
1329,351,1.175,0.82118,2.409
1330,351,2.025,1.4068,3.7473
1331,351,2.025,1.4068,3.7473
1332,351,1.825,1.2214,3.5024
1333,351,1.725,1.1287,3.3799
1334,352,1.5,0.5,2.5
1335,352,1.5,0.5,2.5
1336,352,1.5,0.5,2.5
1337,352,1.5,0.5,2.5
1338,352,1.5,0.5,2.5
1339,352,1.5,0.5,2.5
1340,352,1.5,0.5,2.5
1341,352,1.5,0.5,2.5
1342,352,1.5,0.5,2.5
1343,352,1.5,0.5,2.5
1344,352,1.5,0.5,2.5
1345,352,1.5,0.5,2.5
1346,352,1.5,0.5,2.5
1347,352,1.5,0.5,2.5
1348,353,0.11,0.03595,0.92463
1349,353,0.19,0.05908,0.90839
1350,353,0.2,0.063611,0.92544
1351,353,0.21,0.068142,0.94249
1352,354,2.375,1.6821,3.3196
1353,354,2.375,1.6821,3.3196
1354,355,0.175,0.08225,2.3481
1355,355,0.475,0.13578,2.362
1356,355,0.475,0.13578,2.362
1357,355,1.125,0.26414,2.1682
1358,355,0.975,0.26318,2.1305
1359,355,0.55,0.19498,2.0768
1360,355,0.275,0.12775,2.0607
1361,356,0.675,0.35024,1.7324
1362,356,0.915,0.40421,1.7497
1363,357,0.975,0.45599,2.1464
1364,357,1,0.39883,2.0867
1365,357,1.25,0.51109,2.1261
1366,357,1.475,0.71155,2.2556
1367,357,1.51,0.82642,2.3111
1368,357,1.3817,0.69562,2.1352
1369,357,1.2,0.53595,2.0985
1370,358,0.645,0.25628,1.2951
1371,358,0.645,0.25885,1.436
1372,359,0.275,0.10958,1.9685
1373,359,0.275,0.10958,1.9685
1374,360,0.4,0.1,0.4
1375,360,0.4,0.1,0.4
1376,360,0.4,0.1,0.4
1377,360,0.4,0.1,0.4
1378,361,2.975,2.0453,4.3046
1379,361,3.075,2.1694,4.2312
1380,361,2.85,1.9337,4.108
1381,361,1.55,0.52372,4.1112
1382,361,1.55,0.52372,4.1112
1383,361,1.15,0.54684,4.0586
1384,362,0.435,0.13653,1.1128
1385,362,0.45,0.14623,1.1031
1386,362,0.465,0.15592,1.0934
1387,362,0.555,0.14036,1.1283
1388,362,0.555,0.14036,1.1283
1389,363,0.57,0.19028,1.0815
1390,363,0.5,0.16244,1.0445
1391,363,0.43,0.13461,1.0075
1392,364,0.45167,0.15971,1.0389
1393,364,0.44333,0.16099,1.0125
1394,364,0.45,0.15177,0.98839
1395,365,0.29,0.087634,0.99593
1396,365,0.23,0.06784,0.93622
1397,365,0.24,0.061869,0.9139
1398,366,0.4775,0.15245,1.0521
1399,366,0.34,0.13304,0.75157
1400,366,0.25,0.125,0.5
1401,366,0.25,0.125,0.5
1402,367,0.43,0.13747,0.86655
1403,367,0.445,0.14916,0.82713
1404,367,0.45,0.15305,0.81399
1405,368,0.375,0.13304,1.1141
1406,368,0.315,0.1194,1.1322
1407,368,0.255,0.10577,1.1503
1408,369,0.17,0.054792,0.93284
1409,369,0.17,0.054467,0.87168
1410,370,2.925,2.3438,3.9221
1411,370,2.925,2.3438,3.9221
1412,370,2.775,2.283,3.8923
1413,370,2.775,2.283,3.8923
1414,370,2.55,1.9989,3.8795
1415,370,2.325,1.7148,3.8667
1416,371,1.125,0.82584,1.8149
1417,371,1.245,0.75325,1.9078
1418,371,1.29,0.85722,2.0804
1419,371,1.63,0.92673,2.4554
1420,371,2.3875,0.86485,3.8889
1421,371,3.2,0.79768,4.8935
1422,372,2.125,1.5048,3.2584
1423,372,1.725,1.1708,2.7157
1424,372,2.025,1.084,2.8219
1425,372,2.025,1.084,2.8219
1426,373,0.35,0.103,2.9752
1427,373,0.35,0.103,2.9752
1428,374,0.225,0.075794,0.38405
1429,374,0.225,0.075794,0.38405
1430,375,1.425,0.51495,2.0821
1431,375,1.425,0.51495,2.0821
1432,376,0.945,0.41522,1.77
1433,376,0.945,0.41522,1.77
1434,377,0.825,0.12193,1.5348
1435,377,1.065,0.50576,1.8066
1436,377,1.065,0.50576,1.8066
1437,378,1.185,0.71632,2.2108
1438,378,1.185,0.71632,2.2108
1439,378,0.725,0.34724,2.045
1440,379,0.885,0.55647,1.8522
1441,379,0.885,0.55647,1.8522
1442,379,0.885,0.55647,1.8522
1443,380,0.35,0.090284,0.66993
1444,380,0.38,0.10872,0.69524
1445,381,0.41,0.15531,1.0365
1446,381,0.50333,0.16824,1.0321
1447,381,0.47,0.17356,1.0188
1448,381,0.5925,0.21247,1.144
1449,382,0.53,0.17273,1.0308
1450,382,0.53,0.17273,1.0308
1451,383,0.41,0.19206,1.1011
1452,383,0.52,0.20736,1.1098
1453,383,0.63,0.22267,1.1184
1454,383,0.65,0.24524,1.1887
1455,383,0.65,0.24524,1.1887
1456,384,0.43,0.13065,0.93389
1457,384,0.385,0.12693,0.92122
1458,385,0.375,0.11898,1.1138
1459,385,0.355,0.11265,1.088
1460,385,0.375,0.10961,1.0886
1461,385,0.405,0.10973,1.102
1462,386,1.825,0.67015,2.7992
1463,386,1.825,0.67015,2.7992
1464,387,1.475,0.83296,2.7175
1465,387,1.475,0.83296,2.7175
1466,388,0.95,0.33269,3.447
1467,388,0.825,0.33123,3.4542
1468,389,0.35,0.085047,0.80313
1469,389,0.425,0.16481,0.82215
1470,389,0.47,0.19119,0.84516
1471,390,0.615,0.22486,1.2898
1472,390,0.615,0.22486,1.2898
1473,391,0.725,0.34775,1.8429
1474,391,0.725,0.34775,1.8429
1475,392,0.675,0.26561,1.5204
1476,392,0.615,0.19111,1.3776
1477,393,0.705,0.21668,1.4127
1478,393,0.705,0.21668,1.4127
1479,394,0.2025,0.0657,0.32623
1480,394,0.1975,0.07044,0.32867
1481,395,0.495,0.15704,1.1668
1482,395,0.495,0.15704,1.1668
1483,396,0.1875,0.06402,0.32104
1484,396,0.1875,0.06402,0.32104
1485,397,0.585,0.21934,1.2613
1486,397,0.585,0.21934,1.2613
1487,398,0.315,0.094825,1.0388
1488,398,0.23,0.077507,0.92308
1489,398,0.22,0.073619,0.92709
1490,399,0.795,0.27649,1.2854
1491,399,0.39,0.13527,1.0138
1492,400,0.645,0.24595,1.2595
1493,400,0.645,0.24595,1.2595
1494,401,0.555,0.19669,1.2021
1495,401,0.615,0.24061,1.3646
1496,401,0.69,0.24568,1.4256
1497,402,0.25,0.081285,3.9328
1498,402,0.4,0.10723,3.9822
1499,402,0.45,0.12489,4.0449
1500,402,0.35,0.11661,4.0583
1501,403,1.25,0.57462,3.9152
1502,403,1.05,0.34024,4.2254
1503,404,0.43,0.14648,0.75495
1504,404,0.402,0.14209,0.75637
